claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_weight,fraud,latitude,longitude
16558,42.0,F,1.0,55,37379.0,1,1,Rent,Parking Lot,0,0.0,50,Broker,1,4072.574448,4.0,Medium,31918.35801,18357.43731,0,40.27,-79.88
15115,46.0,M,1.0,62,38281.0,1,1,Rent,Parking Lot,0,0.0,74,Broker,0,9771.017643,6.0,Compact,13579.52325,29146.91693,1,39.0,-77.52
10379,47.0,F,1.0,84,38489.0,1,1,Rent,Local,0,0.0,3,Broker,0,5978.407683,6.0,Large,17316.12541,43474.0697,0,39.0,-77.52
20566,52.0,M,1.0,77,39505.0,1,0,Rent,Local,0,1.0,57,Broker,1,2354.313198,4.0,Large,6408.558453,22238.77394,0,40.12,-79.86
25751,48.0,M,1.0,9,38722.0,1,1,Rent,Parking Lot,0,0.0,0,Phone,0,4416.605558,3.0,Large,9889.150858,29621.49051,0,38.97,-77.64
1542,49.0,F,1.0,39,37400.0,0,1,Rent,Local,0,0.0,98,Online,1,4311.324693,1.0,Compact,17959.32037,20932.77119,0,38.77,-77.38
16884,49.0,F,0.0,79,38921.0,0,1,Own,Highway,0,1.0,49,Broker,1,8417.150083,4.0,Medium,40144.53475,23760.25238,0,33.56,-112.09
20897,38.0,M,1.0,90,36381.0,1,1,Own,Highway,2,0.0,22,Broker,1,7844.265708,6.0,Medium,22426.63664,9271.396865,0,33.55,-112.09
5514,67.0,M,1.0,84,42039.0,1,0,Rent,Local,0,0.0,50,Broker,0,3647.83138,6.0,Compact,11499.43788,14497.41173,0,39.06,-77.39
23209,52.0,M,1.0,91,39523.0,0,0,Own,Highway,1,1.0,8,Phone,1,5833.921619,3.0,Compact,15118.98675,6338.407324,0,40.63,-79.88
10286,45.0,F,1.0,71,38063.0,0,1,Rent,Highway,1,0.0,65,Phone,1,3704.954798,8.0,Medium,14350.00071,9767.074447,0,38.84,-77.56
18002,58.0,M,1.0,68,40609.0,1,0,Rent,Local,0,0.0,14,Phone,0,2129.084905,4.0,Large,34032.35503,20639.60683,0,40.65,-79.93
7609,66.0,M,1.0,89,41894.0,1,0,Own,Local,0,0.0,49,Broker,0,6942.89455,4.0,Large,15205.60193,17505.38339,0,40.27,-79.88
11959,63.0,M,0.0,67,41428.0,1,1,Own,Local,1,0.0,69,Broker,1,3834.66379,4.0,Medium,17352.22218,20352.21062,0,40.76,-80.32
16852,57.0,F,1.0,82,40431.0,1,1,Rent,Local,0,1.0,89,Phone,1,3405.016469,4.0,Medium,11299.39217,17324.41931,0,42.47,-93.64
10695,45.0,F,1.0,56,38060.0,0,1,Own,Local,1,0.0,50,Broker,1,8640.877283,4.0,Large,28081.00489,19278.38322,0,42.11,-92.98
2339,44.0,M,1.0,85,37858.0,0,0,Own,Highway,1,1.0,100,Broker,0,1850.292919,9.0,Compact,11993.87086,23626.05144,0,40.63,-80.08
3044,58.0,M,1.0,62,40603.0,1,1,Rent,Local,0,1.0,51,Broker,1,8175.72985,6.0,Medium,14247.0176,21686.98996,0,40.38,-79.81
1348,34.0,M,0.0,73,35261.0,1,1,Own,Highway,1,0.0,90,Broker,0,4320.81217,3.0,Large,32033.98556,41977.83644,0,38.92,-77.35
21478,68.0,F,1.0,75,42176.0,0,1,Own,Parking Lot,1,0.0,40,Phone,1,4097.727319,6.0,Large,20307.1021,19422.78177,0,40.61,-80.25
12615,28.0,M,0.0,61,33318.0,0,0,Rent,Parking Lot,0,1.0,32,Phone,1,6926.421191,9.0,Medium,10599.96591,25795.44248,0,38.79,-77.53
6875,44.0,M,0.0,85,37844.0,1,1,Rent,Highway,3,0.0,95,Phone,1,2176.883929,7.0,Compact,18915.96727,27240.02809,0,33.55,-112.13
19665,42.0,F,0.0,66,37370.0,0,1,Own,Parking Lot,0,1.0,76,Online,0,5760.711063,4.0,Large,19297.09986,37378.26805,0,40.31,-80.12
1185,48.0,F,0.0,79,38698.0,1,1,Own,Highway,0,0.0,0,Broker,1,1844.690885,7.0,Compact,39303.85935,19575.29179,0,33.5,-112.05
10149,45.0,F,1.0,85,38075.0,1,0,Own,Highway,0,0.0,93,Phone,0,7445.594467,12.0,Medium,27980.61738,28176.7837,0,41.51,-93.48
12613,27.0,M,1.0,85,32955.0,1,0,Own,Highway,1,0.0,25,Phone,0,4821.442834,6.0,Large,14720.51983,28744.58521,0,42.17,-94.1
25458,42.0,M,1.0,93,37372.0,1,1,Rent,Local,0,0.0,87,Phone,1,5143.539473,2.0,Medium,6370.763979,6899.207369,0,40.38,-80.39
29115,42.0,F,1.0,84,37381.0,0,1,Own,Local,0,0.0,88,Broker,0,7680.604089,3.0,Large,24706.92848,30867.14873,0,41.67,-93.54
6847,55.0,F,1.0,73,40083.0,1,1,Own,Parking Lot,0,0.0,96,Phone,0,3173.914475,3.0,Medium,5450.781328,14764.7834,0,40.61,-80.25
18520,49.0,F,1.0,84,38936.0,1,1,Own,Local,0,0.0,3,Phone,0,4626.522904,5.0,Large,19342.42391,14718.25614,0,40.38,-79.81
4703,54.0,M,1.0,43,39874.0,0,1,Own,Local,0,1.0,31,Phone,1,2356.936903,4.0,Compact,19687.36248,16157.50067,0,39.94,-105.28
2365,43.0,F,1.0,82,37606.0,0,1,Own,Local,0,0.0,49,Phone,1,5523.72566,6.0,Medium,9937.598355,7737.935165,0,40.37,-80.23
25787,63.0,M,1.0,70,41419.0,1,0,Rent,Highway,0,0.0,51,Phone,1,8009.089152,6.0,Compact,30434.51083,44767.00901,0,40.27,-79.8
12204,66.0,M,0.0,83,41905.0,1,0,Own,Local,0,1.0,56,Broker,1,3829.667043,1.0,Compact,12536.52752,9478.457804,0,39.94,-105.06
12934,55.0,M,1.0,84,40079.0,1,0,Own,Local,0,0.0,99,Broker,0,6359.79208,7.0,Large,9375.375411,31493.21556,0,39.94,-105.06
8077,64.0,M,1.0,80,41588.0,0,1,Own,Parking Lot,0,1.0,0,Broker,0,8732.310685,4.0,Compact,15204.38928,7372.629961,0,40.61,-80.25
1999,40.0,M,1.0,65,36904.0,1,1,Own,Parking Lot,3,0.0,12,Broker,0,11483.89884,4.0,Large,42210.23569,11158.03913,0,33.45,-111.97
13023,58.0,M,1.0,31,40605.0,1,1,Own,Local,0,0.0,99,Broker,0,4584.984772,6.0,Medium,19014.95796,47866.53056,0,38.97,-77.64
7004,29.0,F,1.0,85,33684.0,1,1,Rent,Local,0,0.0,1,Online,0,2551.497701,7.0,Compact,19655.15279,46791.19278,0,40.61,-80.25
1789,52.0,F,1.0,70,39503.0,0,1,Rent,Parking Lot,1,0.0,11,Broker,1,4169.755473,3.0,Medium,37812.78656,14954.72349,0,33.5,-112.05
24782,36.0,F,1.0,27,35839.0,1,1,Rent,Local,0,0.0,50,Broker,0,4586.603731,5.0,Large,21898.10714,32100.12347,0,39.63,-104.78
25853,41.0,M,0.0,83,37144.0,0,1,Own,Parking Lot,0,0.0,11,Broker,1,2485.143782,5.0,Medium,20354.05807,26529.13343,1,40.69,-80.3
23692,44.0,F,1.0,59,37839.0,1,1,Own,Highway,0,1.0,73,Phone,1,2952.799872,5.0,Medium,23813.59106,11099.08215,0,33.42,-112.2
10160,41.0,F,0.0,91,37129.0,0,1,Rent,Local,1,0.0,93,Phone,1,3941.689549,7.0,Compact,39648.22182,15634.51746,0,40.31,-80.12
2925,48.0,M,1.0,82,38716.0,0,0,Own,Local,0,1.0,77,Phone,1,6017.032863,3.0,Large,16803.24553,21945.2232,1,39.66,-104.84
17635,39.0,M,1.0,81,36635.0,1,0,Rent,Highway,1,1.0,96,Broker,1,4053.579909,8.0,Large,29991.61652,26480.66253,0,39.66,-104.77
24065,54.0,M,1.0,85,39893.0,1,1,Rent,Local,1,1.0,99,Online,1,4439.611121,4.0,Compact,21683.65952,17596.88968,0,38.92,-77.35
25446,39.0,F,1.0,66,36649.0,1,0,Own,Parking Lot,0,0.0,12,Phone,0,4718.465906,4.0,Large,28802.79705,23385.04292,0,33.46,-111.98
2279,61.0,F,0.0,86,41117.0,1,0,Own,Parking Lot,3,1.0,32,Broker,1,4795.26105,2.0,Large,20602.21723,21784.30992,0,33.45,-112.06
24444,23.0,M,0.0,80,31366.0,1,1,Rent,Local,1,0.0,76,Online,1,5903.396001,6.0,Compact,19558.26123,22886.0217,0,42.05,-93.87
7698,52.0,M,1.0,88,39531.0,1,1,Rent,Local,0,1.0,1,Phone,1,8793.636262,4.0,Compact,26986.24936,11242.47985,0,41.44,-94.76
20003,35.0,M,1.0,66,35552.0,1,1,Own,Parking Lot,0,0.0,73,Broker,1,7289.718697,5.0,Medium,16644.53748,13051.88947,0,33.56,-112.0
25475,71.0,M,1.0,69,42625.0,1,1,Own,Local,0,1.0,25,Broker,1,3160.532922,3.0,Compact,37938.24905,25509.65829,0,39.82,-105.1
7364,49.0,M,1.0,90,38918.0,1,1,Rent,Local,0,0.0,100,Broker,0,2995.47642,8.0,Large,42255.05725,15179.99725,0,39.83,-105.06
18371,38.0,M,0.0,84,36383.0,1,0,Own,Local,0,0.0,72,Broker,1,3289.294262,2.0,Medium,12463.45906,21432.82597,0,38.81,-77.46
15398,39.0,M,1.0,85,36644.0,0,1,Own,Highway,0,0.0,18,Broker,1,6267.714749,3.0,Medium,14016.05258,12647.19378,0,39.04,-77.48
28800,47.0,F,1.0,84,38490.0,0,0,Rent,Highway,1,1.0,18,Broker,1,7005.750873,4.0,Large,10705.78403,6028.596458,0,39.88,-104.8
9935,59.0,F,1.0,96,40781.0,1,1,Own,Local,0,1.0,99,Phone,1,3056.811989,7.0,Medium,10698.66045,28232.30678,0,39.66,-104.84
19334,46.0,M,1.0,79,38277.0,0,1,Own,Parking Lot,1,0.0,49,Broker,1,7063.449548,1.0,Compact,37545.43669,25571.20633,0,39.88,-104.8
28125,37.0,M,0.0,87,36105.0,1,1,Own,Parking Lot,1,0.0,29,Broker,0,4700.508225,7.0,Large,11735.88482,24885.40578,0,41.85,-94.55
27630,42.0,F,1.0,60,37379.0,1,0,Rent,Highway,2,0.0,100,Broker,1,5591.259476,4.0,Compact,41981.94368,27844.49221,0,39.66,-104.84
20258,68.0,F,1.0,82,42208.0,1,1,Own,Parking Lot,0,0.0,91,Broker,1,4982.0,3.0,Large,23992.89509,30180.35956,0,39.45,-104.85
29773,50.0,M,1.0,64,39125.0,1,0,Own,Local,0,0.0,93,Phone,0,4545.129774,8.0,Medium,35483.5548,11207.62294,0,39.88,-105.05
15378,30.0,M,1.0,92,34012.0,0,1,Own,Local,0,0.0,50,Online,0,4400.296401,5.0,Compact,13032.57784,13696.13376,1,40.68,-80.25
1112,46.0,M,1.0,62,38271.0,0,0,Rent,Local,2,0.0,25,Broker,1,3058.910985,6.0,Compact,12428.17742,20407.874,1,39.13,-77.66
29236,48.0,M,0.0,69,38711.0,0,1,Rent,Parking Lot,0,0.0,4,Broker,0,7809.646008,5.0,Compact,19933.45512,14125.77246,0,41.65,-93.47
11919,50.0,F,1.0,90,39125.0,1,1,Own,Highway,0,1.0,76,Broker,1,2910.860455,5.0,Medium,13861.27209,19968.44138,0,33.59,-112.11
2209,42.0,M,1.0,92,37381.0,0,0,Own,Local,0,0.0,84,Phone,0,3324.099327,4.0,Medium,7503.29576,17425.95123,0,33.45,-111.97
9816,30.0,F,0.0,91,34027.0,0,0,Rent,Local,0,0.0,49,Broker,0,8741.888823,3.0,Medium,9565.774223,44103.00057,0,33.68,-112.09
3903,48.0,F,0.0,85,38717.0,1,0,Own,Highway,0,0.0,94,Broker,0,5185.365031,8.0,Compact,57687.55369,26188.0534,0,33.68,-112.09
17162,30.0,M,0.0,66,34008.0,1,0,Own,Highway,3,1.0,41,Broker,1,6153.985403,5.0,Medium,12726.30808,16317.56072,0,39.69,-104.81
29445,38.0,M,1.0,73,36391.0,1,1,Rent,Parking Lot,1,0.0,100,Phone,1,4920.700557,3.0,Compact,43310.10631,46840.51925,0,33.46,-111.98
24257,41.0,F,1.0,90,37147.0,1,0,Own,Local,0,0.0,31,Broker,1,7988.306489,2.0,Compact,35578.55862,41378.13396,0,39.94,-105.06
19560,45.0,M,1.0,62,38062.0,1,1,Own,Local,1,0.0,22,Broker,0,5050.327938,1.0,Large,26351.2147,14360.38669,0,39.13,-77.66
22741,55.0,M,1.0,72,40058.0,1,1,Rent,Local,1,0.0,3,Online,0,2204.941521,5.0,Compact,25890.46431,42148.91299,0,33.5,-112.1
25246,38.0,M,0.0,91,36368.0,1,1,Rent,Highway,1,0.0,31,Phone,0,5454.495046,6.0,Medium,33620.5296,14605.85297,0,39.86,-105.19
9314,30.0,M,1.0,70,34025.0,1,1,Rent,Local,0,0.0,62,Phone,1,2035.733842,5.0,Compact,12640.91128,9345.085353,0,40.69,-80.3
13534,53.0,M,1.0,91,39704.0,0,1,Rent,Highway,1,0.0,24,Broker,1,2156.985199,4.0,Large,48066.79799,10286.71111,0,39.94,-105.28
3614,38.0,M,1.0,70,36380.0,1,1,Rent,Local,0,0.0,22,Phone,0,5032.204106,7.0,Large,9699.830255,8866.36053,0,40.12,-79.86
26949,28.0,F,0.0,95,33304.0,1,1,Rent,Local,1,0.0,50,Online,1,2508.884538,2.0,Large,20768.43475,16934.49912,0,39.0,-77.4
241,80.0,M,0.0,59,43828.0,1,0,Own,Parking Lot,0,0.0,84,Phone,0,4185.839004,1.0,Compact,9203.338836,22017.81528,0,39.13,-77.66
24931,56.0,F,1.0,64,40240.0,1,1,Own,Parking Lot,0,0.0,70,Phone,1,5419.242052,7.0,Compact,15318.39237,26305.01381,0,41.71,-94.92
16189,40.0,F,0.0,56,36885.0,1,1,Rent,Local,0,0.0,50,Broker,1,5291.456773,2.0,Large,21989.49436,23240.15063,0,39.69,-104.81
22169,57.0,F,1.0,81,40426.0,1,1,Rent,Local,0,0.0,50,Broker,0,2989.903808,5.0,Compact,11441.72903,24940.42092,1,41.85,-94.01
17098,37.0,F,1.0,61,36107.0,0,0,Own,Parking Lot,0,0.0,0,Broker,0,11975.72862,5.0,Compact,10758.46255,12118.16334,0,38.92,-77.35
9171,44.0,F,1.0,84,37835.0,1,1,Own,Local,3,0.0,50,Phone,1,905.2193224,7.0,Large,28916.55085,11832.61727,1,33.45,-112.06
20272,40.0,F,1.0,98,36881.0,1,0,Own,Parking Lot,0,0.0,98,Phone,0,7893.782452,5.0,Large,16292.25305,20163.78233,0,41.67,-93.54
27749,27.0,F,0.0,89,32941.0,1,1,Rent,Highway,5,0.0,1,Broker,1,9440.821121,3.0,Compact,17823.80219,14284.74187,0,38.87,-77.4
26090,56.0,F,1.0,73,40248.0,1,0,Own,Local,0,0.0,49,Phone,0,5133.55444,3.0,Medium,14889.21585,26178.02769,0,39.0,-77.52
3,21.0,F,0.0,75,30445.0,0,1,Rent,Highway,1,1.0,79,Online,0,2966.024895,4.0,Large,29429.45218,28691.96422,0,40.38,-80.39
18673,53.0,F,1.0,77,39717.0,1,1,Own,Highway,2,0.0,71,Broker,1,4023.598817,3.0,Compact,15937.79629,5540.092387,1,41.85,-94.01
5986,33.0,F,1.0,92,34968.0,0,1,Own,Parking Lot,0,0.0,7,Broker,1,1839.548237,5.0,Medium,34339.00943,28336.32066,0,39.82,-105.1
22916,48.0,F,0.0,47,38702.0,0,1,Own,Highway,0,0.0,28,Phone,0,3725.946392,1.0,Compact,15819.34609,34405.32745,1,41.67,-93.54
22582,49.0,M,1.0,84,38911.0,1,1,Rent,Local,0,1.0,88,Phone,0,4986.259386,2.0,Medium,14713.27421,14038.86746,0,38.74,-77.96
25677,40.0,M,0.0,51,36884.0,1,0,Own,Local,0,1.0,96,Phone,1,4993.359762,4.0,Large,32954.67505,21032.21653,0,39.66,-104.77
16973,39.0,M,1.0,11,36626.0,1,1,Rent,Local,0,1.0,15,Phone,1,3198.385866,7.0,Large,35840.30311,69082.05821,0,40.38,-80.39
12905,41.0,M,1.0,74,37125.0,1,1,Rent,Parking Lot,0,0.0,32,Phone,1,3780.818043,6.0,Medium,37598.4244,18181.66294,0,39.11,-77.69
10922,34.0,M,1.0,78,35269.0,0,1,Rent,Local,0,1.0,48,Phone,0,3912.66516,1.0,Large,47356.46459,24174.99283,0,39.83,-105.06
15719,49.0,M,1.0,85,38913.0,1,1,Own,Parking Lot,4,0.0,35,Phone,1,5301.121553,7.0,Compact,24794.13423,21782.85426,1,38.92,-77.35
15884,38.0,F,1.0,58,36370.0,0,1,Own,Local,0,0.0,99,Broker,1,11113.26299,7.0,Medium,27561.6645,34467.05905,1,42.11,-92.98
22979,24.0,M,1.0,46,31788.0,0,1,Rent,Highway,0,0.0,61,Online,1,6419.142932,5.0,Compact,16151.11606,24142.51326,1,38.97,-77.73
6558,38.0,M,1.0,89,36368.0,1,1,Own,Parking Lot,0,0.0,7,Broker,1,3958.919331,5.0,Compact,9406.863563,27468.66946,0,41.65,-93.47
26205,42.0,M,1.0,80,37381.0,1,0,Own,Parking Lot,1,0.0,81,Phone,1,7601.494387,7.0,Compact,17190.34339,24545.69698,0,40.29,-79.88
17845,47.0,F,1.0,88,38491.0,1,0,Rent,Highway,0,1.0,40,Phone,0,2947.813833,6.0,Medium,22274.09616,11428.58492,0,40.56,-80.21
21744,38.0,M,1.0,89,36374.0,1,0,Rent,Parking Lot,0,0.0,44,Broker,1,6123.321273,8.0,Large,21844.70795,15334.74128,0,41.87,-94.67
19326,45.0,M,0.0,98,38057.0,1,1,Rent,Parking Lot,3,0.0,33,Broker,0,5544.849614,5.0,Compact,2985.479115,36706.0307,0,40.27,-79.8
6191,35.0,M,0.0,76,35543.0,1,1,Rent,Parking Lot,0,1.0,69,Broker,1,5680.306031,4.0,Compact,4680.695964,11389.54463,0,33.68,-112.09
5175,32.0,M,1.0,69,34657.0,1,1,Own,Highway,2,0.0,4,Phone,1,6768.316561,5.0,Large,9996.126893,27318.95509,0,39.66,-104.84
20505,33.0,M,1.0,58,34976.0,1,0,Rent,Local,0,0.0,50,Broker,1,5920.732967,7.0,Large,20274.97721,46482.8756,1,39.74,-104.78
19609,73.0,M,1.0,46,42908.0,0,1,Own,Highway,0,0.0,49,Broker,0,7261.637826,3.0,Medium,16176.35156,32210.63222,0,40.12,-79.86
597,36.0,F,1.0,64,35843.0,1,0,Own,Local,1,0.0,81,Broker,1,7469.023918,3.0,Compact,18513.94949,16001.40085,0,38.92,-77.92
10674,94.0,M,1.0,76,45433.0,1,1,Rent,Local,3,0.0,24,Broker,1,10069.28997,2.0,Medium,13966.82521,43069.14165,1,39.84,-104.92
22559,49.0,F,1.0,59,38914.0,1,1,Own,Parking Lot,0,1.0,79,Broker,1,1646.948518,6.0,Compact,16992.71795,18642.66147,0,40.7,-93.36
4142,72.0,F,1.0,17,42771.0,1,1,Own,Highway,0,0.0,59,Broker,1,9281.236938,3.0,Large,59537.41839,13062.35286,0,33.5,-111.98
22807,42.0,F,1.0,61,37384.0,1,1,Rent,Parking Lot,0,0.0,65,Phone,0,4970.424323,7.0,Large,33296.71444,19925.02857,1,33.67,-111.95
8633,57.0,M,1.0,43,40414.0,1,1,Rent,Parking Lot,0,0.0,4,Broker,0,1503.90881,3.0,Large,21235.83954,23920.10438,0,38.61,-77.64
15465,40.0,F,0.0,94,36887.0,1,1,Rent,Local,0,0.0,88,Broker,1,2384.635789,7.0,Large,26718.84865,46099.14153,1,41.67,-93.24
27094,37.0,M,1.0,44,36128.0,1,1,Rent,Local,0,0.0,49,Phone,1,4099.950911,5.0,Compact,22564.13733,11997.20529,1,40.32,-79.81
8218,52.0,M,0.0,90,39502.0,1,1,Own,Highway,0,0.0,71,Broker,0,4635.9266,5.0,Medium,35293.98186,37947.47011,0,33.42,-112.2
24646,42.0,F,1.0,39,37378.0,0,0,Own,Local,0,0.0,61,Broker,1,2312.246547,7.0,Large,21261.71259,12606.6579,1,39.96,-105.14
1630,34.0,M,1.0,60,35290.0,1,0,Rent,Local,0,1.0,100,Phone,1,3047.076569,7.0,Large,23086.28706,35642.29827,0,40.37,-80.23
26522,38.0,F,1.0,71,36376.0,1,0,Rent,Parking Lot,0,0.0,51,Phone,1,4596.087391,5.0,Medium,10443.25393,33703.90933,0,39.37,-104.85
12568,48.0,M,0.0,67,38712.0,1,0,Own,Parking Lot,3,0.0,100,Phone,1,7010.861274,7.0,Compact,9049.763293,19004.53475,0,39.13,-77.71
25449,37.0,F,1.0,94,36102.0,1,0,Rent,Local,0,0.0,43,Broker,1,4209.051959,3.0,Compact,39278.55616,27009.12916,1,38.92,-77.35
4577,29.0,F,0.0,62,33672.0,1,1,Rent,Highway,0,1.0,20,Online,1,4419.503982,1.0,Compact,15426.4286,52266.6522,0,33.42,-112.2
21916,38.0,M,1.0,74,36370.0,1,0,Own,Parking Lot,6,0.0,93,Phone,1,5696.422669,4.0,Medium,26695.40774,28620.30465,0,39.16,-77.61
21233,50.0,F,1.0,63,39121.0,1,1,Own,Local,0,0.0,100,Online,0,4267.122566,4.0,Medium,30313.78284,44916.62159,1,38.97,-77.74
13786,33.0,F,0.0,73,34970.0,1,1,Own,Local,0,0.0,16,Broker,0,5608.823133,5.0,Large,15351.19313,22179.38586,0,39.22,-104.53
5625,67.0,F,1.0,87,42045.0,1,1,Own,Parking Lot,1,0.0,7,Broker,1,3394.711315,5.0,Large,25764.39072,24392.43228,0,41.51,-93.48
442,35.0,M,1.0,70,35542.0,1,1,Own,Local,4,0.0,4,Online,1,6087.885932,6.0,Compact,16978.84274,11305.44409,0,40.61,-80.25
6677,41.0,F,1.0,88,37128.0,0,1,Own,Parking Lot,0,0.0,0,Broker,0,6560.088185,2.0,Compact,33096.28615,24062.0228,0,33.63,-112.09
19994,57.0,F,1.0,64,40426.0,0,1,Own,Local,0,1.0,4,Broker,0,3767.523026,6.0,Compact,26238.12629,13904.9274,0,41.01,-93.3
24841,45.0,F,1.0,86,38093.0,1,1,Rent,Parking Lot,0,0.0,72,Phone,1,3734.390153,7.0,Medium,12568.48468,18550.82346,1,40.64,-79.84
18627,63.0,M,1.0,79,41416.0,0,0,Own,Local,1,1.0,19,Broker,1,2056.381617,6.0,Large,21704.59385,20863.07906,0,33.5,-112.08
24667,28.0,M,1.0,87,33317.0,1,0,Own,Highway,0,0.0,100,Online,1,3360.332881,2.0,Medium,4394.934748,12155.84474,0,33.46,-111.98
17044,44.0,M,1.0,51,37846.0,0,1,Rent,Parking Lot,0,0.0,3,Broker,0,2317.818157,4.0,Compact,24067.35292,25756.33539,0,39.04,-77.48
13194,43.0,M,0.0,91,37603.0,1,1,Rent,Local,0,0.0,75,Online,1,4270.697352,8.0,Large,13340.95847,15441.37045,1,39.77,-105.09
21860,41.0,F,1.0,83,37139.0,0,1,Rent,Highway,0,1.0,5,Phone,1,5075.592902,7.0,Large,10593.55886,16245.78364,0,33.62,-112.0
4224,51.0,M,1.0,49,39318.0,1,0,Own,Local,0,0.0,2,Broker,1,4803.55783,10.0,Medium,15046.08889,14061.66938,0,33.45,-111.97
19882,39.0,F,0.0,90,36630.0,0,1,Own,Parking Lot,0,0.0,89,Phone,1,5990.33248,6.0,Large,15301.06577,18725.17956,0,33.62,-112.05
18800,62.0,F,1.0,97,41256.0,1,1,Rent,Local,0,0.0,50,Broker,0,3823.093378,4.0,Medium,26652.79006,25543.70671,0,40.38,-79.81
7236,23.0,M,1.0,93,31353.0,1,1,Own,Parking Lot,0,0.0,20,Online,0,4145.602352,3.0,Compact,28654.77801,18735.768,0,42.17,-94.1
24815,42.0,M,1.0,72,37371.0,0,0,Rent,Local,0,0.0,10,Broker,1,3963.147293,5.0,Compact,38614.67512,5410.500171,0,40.13,-79.9
13689,48.0,M,0.0,87,38721.0,1,0,Own,Highway,0,0.0,20,Broker,0,7033.256218,6.0,Compact,21212.29502,12270.47568,1,40.63,-80.45
906,43.0,M,1.0,63,37619.0,0,1,Rent,Parking Lot,0,0.0,66,Broker,1,6761.553295,4.0,Compact,67226.61244,50239.40329,0,38.79,-77.61
21041,47.0,F,1.0,79,38494.0,1,0,Rent,Parking Lot,0,1.0,50,Broker,1,4751.393126,6.0,Compact,25709.59567,39700.67715,0,38.77,-77.38
19642,49.0,M,1.0,57,38927.0,1,0,Rent,Parking Lot,0,0.0,57,Phone,1,10262.77179,6.0,Large,42353.75559,23507.31012,0,33.67,-111.95
8915,25.0,M,1.0,70,32172.0,1,0,Rent,Parking Lot,1,0.0,12,Online,1,6327.423302,0.0,Medium,28802.22745,18472.64307,0,38.63,-77.67
27685,54.0,M,0.0,79,39888.0,1,1,Rent,Parking Lot,0,0.0,49,Broker,1,3712.706631,5.0,Large,30344.30959,24940.28764,0,41.89,-93.53
22992,32.0,M,1.0,34,34670.0,0,1,Own,Local,0,0.0,42,Broker,1,2713.869939,7.0,Compact,19549.40008,25662.81753,1,33.62,-112.0
14683,40.0,F,1.0,87,36891.0,0,1,Rent,Local,0,1.0,99,Phone,1,5373.270328,5.0,Medium,14747.80909,22830.88203,0,39.0,-77.4
27323,55.0,M,1.0,86,40072.0,1,0,Rent,Local,0,1.0,79,Phone,0,2717.100575,7.0,Large,7322.146608,7613.268164,0,38.81,-77.72
13714,39.0,F,1.0,90,36641.0,1,1,Rent,Local,1,1.0,1,Broker,1,3788.999948,10.0,Large,26758.79185,15425.23743,1,40.38,-80.39
23539,34.0,F,1.0,88,35249.0,0,1,Rent,Highway,0,0.0,100,Broker,1,4807.228121,6.0,Medium,9271.149655,40068.71839,0,40.63,-80.45
20934,34.0,M,1.0,63,35281.0,1,0,Own,Local,1,0.0,0,Broker,1,1950.075924,4.0,Large,43652.14828,9991.987373,0,38.79,-77.53
19934,44.0,M,0.0,68,37831.0,1,0,Own,Local,0,1.0,94,Phone,0,3022.891019,4.0,Large,44750.21155,23725.77703,0,39.22,-104.53
17661,34.0,F,1.0,89,35279.0,1,1,Rent,Highway,0,0.0,1,Broker,0,6505.269704,6.0,Compact,35697.38513,32841.98476,0,33.46,-111.98
4742,45.0,F,1.0,94,38070.0,1,1,Own,Local,2,0.0,81,Phone,1,1989.131391,4.0,Medium,31310.57481,37690.79852,0,33.62,-112.0
6437,59.0,M,1.0,70,40776.0,1,0,Own,Highway,1,1.0,8,Broker,1,3276.15105,3.0,Medium,55379.51333,5427.833394,0,42.02,-93.62
11418,39.0,M,1.0,79,36634.0,0,1,Rent,Parking Lot,1,0.0,50,Broker,1,2833.663476,4.0,Large,29336.44421,13416.62952,0,41.39,-95.01
28811,55.0,M,1.0,76,40070.0,0,0,Rent,Local,0,0.0,5,Phone,0,8969.56864,1.0,Large,20701.4928,27257.70814,0,40.63,-80.45
2465,52.0,F,0.0,42,39518.0,1,1,Own,Parking Lot,1,0.0,38,Broker,0,3374.185728,4.0,Medium,29483.42173,25236.45992,0,42.02,-93.62
26113,61.0,F,1.0,75,41119.0,1,0,Rent,Parking Lot,0,1.0,46,Phone,1,5945.443022,5.0,Medium,15149.2683,13893.66604,0,40.55,-80.23
28246,40.0,F,1.0,94,36883.0,0,1,Own,Highway,1,0.0,9,Broker,0,7688.974038,8.0,Compact,16580.69543,24486.57751,0,39.89,-105.11
18590,44.0,M,1.0,86,37839.0,0,1,Rent,Highway,0,0.0,4,Broker,1,3444.808506,6.0,Medium,24090.04362,16197.57673,0,39.77,-105.09
16360,31.0,F,1.0,51,34351.0,1,1,Rent,Local,2,1.0,49,Broker,1,4830.585305,7.0,Medium,15724.7253,4784.375999,0,39.0,-77.52
29306,45.0,M,0.0,91,38061.0,1,1,Rent,Local,3,1.0,10,Broker,1,3479.77794,2.0,Compact,26471.26884,66445.48258,0,39.69,-104.81
8332,59.0,F,1.0,80,40767.0,0,1,Own,Highway,1,0.0,54,Broker,1,3747.162299,5.0,Large,13071.69896,5837.989168,0,39.94,-105.28
