,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,latitude,longitude,claim_year,claim_month,claim_day,claim_weekofyear,claim_weekday,claim_weekend,elapsed_time,rating_per_claim
9298,15460,39.0,M,1.0,54,36642.0,1,1,Own,20141,2015-07-08,Local,0,0.0,17,Broker,1,3792.7807869999997,6.0,Large,7917.228235,red,17940.56885,0,39.13,-77.77,2015,7,8,28,2,0,908,54.0
9299,15461,26.0,F,0.0,61,32598.0,1,1,Rent,80011,2016-09-15,Highway,2,0.0,89,Online,0,4717.3979420000005,5.0,Compact,18816.77475,blue,20452.49118,0,39.74,-104.78,2016,9,15,37,3,0,473,20.333333333333332
9300,15463,39.0,F,1.0,85,36630.0,1,1,Own,85013,2015-06-22,Parking Lot,0,0.0,55,Broker,0,7475.359025,6.0,Compact,7253.224413,black,43722.3191,0,33.5,-112.08,2015,6,22,26,0,0,924,85.0
9301,15464,40.0,F,1.0,66,36894.0,1,1,Rent,50055,2015-04-11,Parking Lot,0,0.0,13,Phone,0,7282.664048999999,7.0,Medium,27096.217160000004,gray,9761.430028,0,41.9,-93.3,2015,4,11,15,5,1,996,66.0
9302,15465,40.0,F,0.0,94,36887.0,1,1,Rent,50054,2015-08-02,Local,0,0.0,88,Broker,1,2384.635789,7.0,Large,26718.84865,white,46099.14153,1,41.67,-93.24,2015,8,2,31,6,1,883,94.0
9303,15466,63.0,F,1.0,80,41423.0,1,1,Own,80025,2015-03-18,Parking Lot,1,0.0,34,Phone,1,3949.1493170000003,1.0,Compact,32232.2672,other,15996.20546,0,39.94,-105.28,2015,3,18,12,2,0,1020,40.0
9304,15467,45.0,M,1.0,74,38072.0,1,1,Own,20128,2015-08-28,Local,1,0.0,57,Broker,1,2641.740173,6.0,Compact,8309.25521,silver,37599.734619999996,1,38.74,-77.96,2015,8,28,35,4,0,857,37.0
9305,15468,52.0,F,1.0,59,39512.0,1,1,Rent,80010,2015-06-09,Local,0,0.0,94,Broker,1,5319.6923560000005,3.0,Large,30017.943489999998,white,12595.25495,0,39.74,-104.86,2015,6,9,24,1,0,937,59.0
9306,15470,52.0,M,1.0,96,39511.0,1,1,Rent,15049,2016-03-21,Parking Lot,0,0.0,98,Broker,1,2651.288971,4.0,Medium,12484.04993,white,16750.002119999997,0,40.56,-79.81,2016,3,21,12,0,0,651,96.0
9307,15471,38.0,F,1.0,76,36379.0,1,0,Rent,20151,2016-09-23,Parking Lot,0,1.0,33,Phone,1,8334.537784,5.0,Compact,9550.12995,silver,27656.338180000002,0,38.9,-77.45,2016,9,23,38,4,0,465,76.0
9308,15472,28.0,M,1.0,65,33309.0,0,0,Rent,80038,2016-09-20,Highway,2,0.0,87,Online,0,3459.40699,4.0,Medium,40204.0703,blue,36555.8617,0,39.94,-105.06,2016,9,20,38,1,0,468,21.666666666666668
9309,15473,40.0,M,1.0,90,36883.0,1,0,Own,85075,2015-09-28,Local,0,1.0,30,Broker,0,6305.8977270000005,4.0,Large,9299.34096,black,23091.557090000002,0,33.49,-112.21,2015,9,28,40,0,0,826,90.0
9310,15474,55.0,F,1.0,82,40065.0,1,1,Rent,15059,2016-12-17,Highway,0,0.0,20,Broker,1,5290.521058,3.0,Large,46191.4997,white,17965.110569999997,1,40.63,-80.45,2016,12,17,50,5,1,380,82.0
9311,15476,29.0,F,1.0,84,33687.0,1,1,Rent,85051,2016-12-22,Parking Lot,1,1.0,79,Online,0,6588.510173,5.0,Medium,33036.41284,white,15895.218509999999,0,33.55,-112.13,2016,12,22,51,3,0,375,42.0
9312,15478,61.0,F,0.0,74,41104.0,1,0,Rent,50047,2015-08-06,Highway,0,1.0,6,Phone,0,3585.976593,3.0,Large,37319.52942,gray,19498.41054,0,41.51,-93.48,2015,8,6,32,3,0,879,74.0
9313,15479,58.0,M,1.0,73,40604.0,1,0,Rent,85005,2015-12-02,Local,0,0.0,97,Broker,1,1272.146845,8.0,Compact,22834.02849,white,40924.16578,0,33.44,-112.12,2015,12,2,49,2,0,761,73.0
9314,15480,47.0,F,1.0,88,38495.0,0,0,Own,50025,2015-09-29,Local,4,0.0,1,Broker,1,5053.363044,1.0,Compact,27591.14747,gray,23578.63346,0,41.71,-94.92,2015,9,29,40,1,0,825,17.6
9315,15481,32.0,F,1.0,64,34649.0,1,1,Own,50023,2015-04-10,Parking Lot,0,0.0,1,Phone,1,5091.676511,7.0,Compact,25754.196490000002,silver,23102.59421,0,41.71,-93.62,2015,4,10,15,4,0,997,64.0
9316,15483,42.0,F,1.0,79,37384.0,1,0,Own,15037,2015-07-18,Highway,0,0.0,61,Broker,1,8577.62733,3.0,Medium,8008.124083,white,39643.48037,0,40.27,-79.88,2015,7,18,29,5,1,898,79.0
9317,15484,58.0,M,1.0,80,40613.0,1,1,Own,20151,2015-11-25,Local,0,0.0,57,Phone,1,4150.46778,6.0,Medium,17572.2814,blue,10725.15073,0,38.9,-77.45,2015,11,25,48,2,0,768,80.0
9318,15486,44.0,M,1.0,74,37833.0,1,1,Own,85038,2016-07-05,Local,0,0.0,4,Broker,1,9740.402372,5.0,Compact,40413.02866,red,14529.58032,0,33.46,-111.98,2016,7,5,27,1,0,545,74.0
9319,15491,30.0,F,0.0,33,34017.0,0,1,Rent,20134,2015-12-24,Local,0,0.0,51,Broker,0,7308.238892,4.0,Medium,9971.055255,black,13621.30448,1,39.13,-77.71,2015,12,24,52,3,0,739,33.0
9320,15493,40.0,M,0.0,67,36879.0,0,1,Own,50059,2016-10-19,Local,0,0.0,50,Broker,0,8002.134065,0.0,Medium,12232.86604,blue,33506.8913,0,41.89,-94.33,2016,10,19,42,2,0,439,67.0
9321,15495,34.0,M,1.0,83,35262.0,1,0,Own,15021,2015-02-24,Parking Lot,0,0.0,96,Broker,1,3962.8039289999997,6.0,Medium,8782.936607,white,21790.56812,0,40.38,-80.39,2015,2,24,9,1,0,1042,83.0
9322,15497,30.0,F,1.0,89,34025.0,1,0,Own,80047,2015-12-24,Local,1,0.0,23,Broker,0,7455.889883,4.0,Medium,71966.21294,black,34029.77078,0,39.69,-104.81,2015,12,24,52,3,0,739,44.5
9323,15498,29.0,F,1.0,77,33675.0,1,0,Rent,80013,2016-09-14,Local,0,0.0,100,Online,1,8500.610611,6.0,Large,21504.43501,black,14578.530869999999,0,39.66,-104.77,2016,9,14,37,2,0,474,77.0
9324,15502,59.0,M,1.0,88,40772.0,0,1,Own,50049,2016-08-17,Local,0,0.0,24,Phone,0,3811.1317369999997,8.0,Medium,16936.85721,other,22635.04796,1,41.01,-93.3,2016,8,17,33,2,0,502,88.0
9325,15504,34.0,M,0.0,65,35263.0,1,0,Own,20141,2015-05-11,Local,0,0.0,69,Phone,0,3371.904862,7.0,Medium,19044.69136,black,18419.67088,0,39.13,-77.77,2015,5,11,20,0,0,966,65.0
9326,15508,39.0,M,1.0,84,36653.0,1,1,Rent,80106,2016-11-19,Local,0,0.0,83,Phone,1,1439.674496,8.0,Large,25423.22106,white,26388.6601,0,39.22,-104.53,2016,11,19,46,5,1,408,84.0
9327,15511,52.0,M,1.0,75,39506.0,0,0,Own,85069,2015-02-06,Parking Lot,0,1.0,76,Phone,1,345.0840875,5.0,Compact,57111.364720000005,black,30531.22742,0,33.56,-112.09,2015,2,6,6,4,0,1060,75.0
9328,15512,70.0,F,1.0,59,42487.0,1,0,Rent,85039,2016-05-31,Highway,0,0.0,7,Broker,1,3514.1400399999998,7.0,Large,23569.02191,blue,14710.1618,0,33.49,-112.28,2016,5,31,22,1,0,580,59.0
9329,15513,27.0,M,1.0,71,32951.0,0,0,Rent,85066,2015-11-12,Highway,0,0.0,49,Online,0,2619.795343,6.0,Compact,13508.23072,red,31950.38637,0,33.39,-112.03,2015,11,12,46,3,0,781,71.0
9330,15515,41.0,M,0.0,84,37134.0,1,1,Rent,50025,2016-10-05,Local,0,0.0,50,Phone,1,5358.904587,5.0,Compact,34357.719860000005,red,4841.167098,1,41.71,-94.92,2016,10,5,40,2,0,453,84.0
9331,15516,42.0,M,1.0,44,37367.0,0,0,Rent,50049,2015-04-17,Parking Lot,0,0.0,25,Broker,0,7391.262498,6.0,Large,21620.885440000002,gray,33667.135839999995,0,41.01,-93.3,2015,4,17,16,4,0,990,44.0
9332,15517,59.0,M,0.0,92,40782.0,1,1,Own,85060,2016-10-26,Parking Lot,1,0.0,43,Broker,0,5518.2044399999995,6.0,Compact,12820.666070000001,other,42848.97323,0,33.5,-111.98,2016,10,26,43,2,0,432,46.0
9333,15518,66.0,M,1.0,65,41902.0,1,0,Own,80011,2015-05-24,Local,0,0.0,94,Broker,0,5145.678457999999,5.0,Medium,11998.11007,black,8456.275181,0,39.74,-104.78,2015,5,24,21,6,1,953,65.0
9334,15519,49.0,M,0.0,89,38928.0,1,0,Own,15044,2016-09-08,Highway,0,0.0,57,Broker,0,4172.1008409999995,5.0,Compact,20234.86355,white,25468.75448,1,40.63,-79.94,2016,9,8,36,3,0,480,89.0
9335,15520,65.0,F,0.0,71,41756.0,1,0,Own,15010,2016-09-28,Parking Lot,2,1.0,25,Broker,1,3220.985043,4.0,Compact,6566.619125,blue,47649.04673,0,40.76,-80.32,2016,9,28,39,2,0,460,23.666666666666668
9336,15521,50.0,F,0.0,65,39119.0,0,1,Own,85066,2016-08-15,Parking Lot,0,0.0,78,Broker,0,6602.555208,4.0,Medium,13224.633020000001,black,27161.06208,0,33.39,-112.03,2016,8,15,33,0,0,504,65.0
9337,15522,24.0,M,1.0,80,31769.0,1,1,Rent,50050,2016-07-25,Local,0,1.0,39,Online,1,4396.205465999999,10.0,Compact,28364.399789999996,blue,32789.1081,1,42.15,-94.47,2016,7,25,30,0,0,525,80.0
9338,15523,39.0,M,1.0,77,36617.0,1,0,Rent,20146,2015-09-26,Local,0,0.0,9,Broker,1,2200.853967,6.0,Compact,19541.21862,white,27369.71313,0,39.04,-77.48,2015,9,26,39,5,1,828,77.0
9339,15524,29.0,F,1.0,77,33658.0,1,1,Rent,15025,2015-12-08,Local,2,0.0,84,Online,1,2526.4541440000003,4.0,Medium,15877.37239,black,17791.21327,1,40.29,-79.88,2015,12,8,50,1,0,755,25.666666666666668
9340,15525,50.0,M,1.0,53,39113.0,1,1,Own,20109,2016-02-01,Local,0,1.0,97,Broker,1,4810.986399,5.0,Medium,14635.833509999999,black,9087.733343,0,38.79,-77.53,2016,2,1,5,0,0,700,53.0
9341,15526,44.0,M,1.0,75,37826.0,1,1,Own,80041,2015-08-27,Local,0,0.0,0,Broker,0,7747.426952,3.0,Large,16241.7465,gray,26019.09434,0,39.69,-104.81,2015,8,27,35,3,0,858,75.0
9342,15527,34.0,M,1.0,94,35264.0,1,0,Rent,50003,2016-11-23,Local,0,0.0,0,Broker,1,2925.890985,6.0,Large,23458.02742,blue,27339.96645,1,41.61,-94.02,2016,11,23,47,2,0,404,94.0
9343,15529,41.0,M,0.0,34,37132.0,1,1,Own,85008,2016-05-16,Local,0,0.0,8,Broker,0,7144.464140000001,7.0,Medium,12503.12722,blue,38209.02956,0,33.46,-111.98,2016,5,16,20,0,0,595,34.0
9344,15532,58.0,M,1.0,73,40595.0,1,1,Own,50013,2015-09-09,Highway,0,0.0,1,Phone,1,4474.264974000001,5.0,Medium,26788.413419999997,silver,20242.78768,0,42.02,-93.62,2015,9,9,37,2,0,845,73.0
9345,15540,48.0,F,1.0,84,38697.0,0,0,Own,85083,2016-08-19,Parking Lot,0,0.0,73,Broker,1,6567.01541,9.0,Large,18162.37689,gray,14537.07573,1,33.73,-112.14,2016,8,19,33,4,0,500,84.0
9346,15543,45.0,M,1.0,80,38073.0,1,0,Own,15052,2015-08-01,Parking Lot,0,0.0,51,Phone,1,6198.434614,2.0,Compact,12096.065209999999,black,21761.69736,0,40.65,-80.4,2015,8,1,31,5,1,884,80.0
9347,15544,58.0,M,0.0,56,40615.0,0,0,Own,50006,2015-07-10,Local,0,0.0,50,Phone,0,5412.320022999999,4.0,Compact,22230.23099,silver,18393.20068,0,42.51,-93.37,2015,7,10,28,4,0,906,56.0
9348,15545,34.0,F,0.0,57,35263.0,1,0,Own,80013,2015-02-03,Local,2,1.0,77,Phone,1,2710.154332,6.0,Medium,13788.712919999998,gray,12882.4377,0,39.66,-104.77,2015,2,3,6,1,0,1063,19.0
9349,15546,41.0,F,1.0,74,37125.0,1,1,Rent,20144,2016-04-17,Highway,0,0.0,23,Broker,1,2463.563903,2.0,Medium,15943.20502,gray,16728.07447,0,38.92,-77.92,2016,4,17,15,6,1,624,74.0
9350,15548,35.0,F,1.0,44,35542.0,1,0,Rent,15020,2015-07-23,Local,0,0.0,44,Broker,0,1865.2987859999998,5.0,Large,11815.50455,silver,30191.570860000003,0,40.23,-79.95,2015,7,23,30,3,0,893,44.0
9351,15549,33.0,F,0.0,94,34964.0,1,1,Own,80103,2016-12-06,Local,1,0.0,12,Broker,1,5448.338169,9.0,Compact,20748.32701,red,22719.69961,0,39.71,-104.22,2016,12,6,49,1,0,391,47.0
9352,15550,40.0,M,1.0,91,36875.0,1,1,Own,50027,2015-02-04,Highway,0,0.0,51,Broker,1,8679.859382999999,5.0,Large,4708.00457,blue,31568.331210000004,1,41.5,-92.46,2015,2,4,6,2,0,1062,91.0
9353,15552,31.0,M,1.0,72,34345.0,1,1,Rent,15042,2015-05-01,Local,0,1.0,28,Broker,1,3491.085274,4.0,Compact,36128.29232,blue,41985.40695,0,40.68,-80.25,2015,5,1,18,4,0,976,72.0
9354,15554,55.0,F,1.0,51,40079.0,0,1,Own,15014,2016-06-15,Highway,2,1.0,15,Broker,1,9139.017367,3.0,Compact,30402.7767,other,31586.87457,0,40.61,-79.74,2016,6,15,24,2,0,565,17.0
9355,15555,46.0,F,0.0,86,38282.0,0,0,Own,80011,2016-08-24,Local,1,0.0,98,Broker,1,7850.236902,3.0,Medium,17450.35033,red,27910.716780000002,0,39.74,-104.78,2016,8,24,34,2,0,495,43.0
9356,15556,37.0,F,0.0,56,36105.0,1,1,Rent,85053,2015-10-18,Local,0,1.0,43,Broker,0,1837.7207429999999,2.0,Medium,26179.22397,gray,12691.01728,0,33.62,-112.13,2015,10,18,42,6,1,806,56.0
9357,15557,56.0,F,1.0,65,40253.0,0,1,Rent,80002,2015-05-24,Local,0,0.0,79,Broker,0,3630.2506729999996,6.0,Large,35231.68489,white,13069.55764,0,39.79,-105.11,2015,5,24,21,6,1,953,65.0
9358,15558,31.0,M,1.0,86,34325.0,1,1,Own,80019,2015-03-10,Highway,1,0.0,80,Phone,1,7865.534065000001,2.0,Compact,30031.81738,white,23783.88512,0,39.79,-104.7,2015,3,10,11,1,0,1028,43.0
9359,15559,48.0,F,1.0,83,38694.0,0,1,Rent,20152,2016-02-17,Parking Lot,1,0.0,3,Broker,1,8985.563567000001,5.0,Compact,12098.51229,white,19632.8293,1,38.92,-77.5,2016,2,17,7,2,0,684,41.5
9360,15560,32.0,M,1.0,85,34662.0,0,1,Own,15020,2015-09-20,Local,1,0.0,0,Broker,0,8356.225174,2.0,Large,42513.71138,blue,18946.92294,0,40.23,-79.95,2015,9,20,38,6,1,834,42.5
9361,15563,55.0,M,1.0,69,40075.0,0,1,Rent,20141,2015-07-15,Parking Lot,0,0.0,100,Phone,1,3614.7100960000002,5.0,Medium,11563.43732,red,13974.493840000001,0,39.13,-77.77,2015,7,15,29,2,0,901,69.0
9362,15564,60.0,M,1.0,51,40961.0,0,1,Rent,20102,2015-02-23,Local,0,0.0,22,Phone,0,6009.951285,9.0,Medium,24007.20623,silver,26314.54255,0,38.92,-77.35,2015,2,23,9,0,0,1043,51.0
9363,15566,28.0,F,1.0,85,33331.0,1,0,Rent,80011,2016-04-10,Highway,0,0.0,49,Online,1,4873.798161,7.0,Compact,32636.64345,silver,8141.333664,0,39.74,-104.78,2016,4,10,14,6,1,631,85.0
9364,15567,45.0,F,1.0,52,38064.0,0,1,Rent,80021,2015-08-20,Highway,0,0.0,8,Broker,0,8818.55555,4.0,Medium,19300.70209,blue,9122.329811,0,39.89,-105.11,2015,8,20,34,3,0,865,52.0
9365,15570,34.0,F,1.0,90,35261.0,1,1,Own,20135,2015-01-01,Local,2,0.0,50,Online,0,7374.676237000001,4.0,Compact,18934.53461,black,18423.54122,0,39.11,-77.83,2015,1,1,1,3,0,1096,30.0
9366,15572,41.0,M,1.0,85,37124.0,0,1,Own,80014,2016-02-04,Parking Lot,0,0.0,85,Broker,0,4933.599623,4.0,Medium,67639.97658999999,blue,15280.73673,0,39.66,-104.84,2016,2,4,5,3,0,697,85.0
9367,15573,21.0,M,0.0,83,30450.0,1,0,Rent,50037,2016-05-03,Parking Lot,0,0.0,70,Online,1,9156.71794,8.0,Compact,25607.17454,gray,22592.069059999998,0,42.05,-93.87,2016,5,3,18,1,0,608,83.0
9368,15574,47.0,M,0.0,67,38497.0,1,1,Rent,20122,2016-12-18,Highway,0,0.0,79,Broker,0,8419.039984000001,6.0,Medium,17787.52503,silver,40234.36791,0,38.84,-77.44,2016,12,18,50,6,1,379,67.0
9369,15575,36.0,M,1.0,71,35846.0,1,1,Rent,15001,2015-01-18,Local,1,0.0,96,Phone,1,779.0384096,8.0,Large,9673.276788,other,9487.376867,1,40.61,-80.25,2015,1,18,3,6,1,1079,35.5
9370,15576,27.0,F,0.0,90,32946.0,0,1,Rent,20159,2016-03-16,Local,0,0.0,68,Broker,1,5115.9529840000005,6.0,Compact,8023.178954000001,black,32525.14105,0,39.13,-77.66,2016,3,16,11,2,0,656,90.0
9371,15577,75.0,M,1.0,96,43169.0,0,0,Rent,50013,2016-12-01,Local,0,,99,Broker,1,3317.50398,6.0,Compact,21675.46247,red,33933.25451,1,42.02,-93.62,2016,12,1,48,3,0,396,96.0
9372,15578,48.0,M,1.0,88,38716.0,0,0,Own,15001,2016-10-08,Highway,3,0.0,66,Online,1,5060.975292,4.0,Large,8834.922899,gray,9416.05823,1,40.61,-80.25,2016,10,8,40,5,1,450,22.0
9373,15579,40.0,M,0.0,79,36890.0,1,1,Own,50049,2016-01-17,Local,2,0.0,77,Broker,0,10775.582859999999,5.0,Compact,8328.201518,other,39301.22939,0,41.01,-93.3,2016,1,17,2,6,1,715,26.333333333333332
9374,15581,22.0,F,1.0,68,30905.0,0,0,Own,15006,2016-01-16,Parking Lot,0,0.0,1,Online,0,5639.0732,8.0,Medium,7946.443270000001,blue,20174.3629,0,40.63,-79.88,2016,1,16,2,5,1,716,68.0
9375,15582,35.0,F,1.0,76,35557.0,0,1,Own,15021,2015-03-22,Local,0,0.0,46,Phone,1,7139.773891,6.0,Compact,13710.901080000001,blue,9614.541812000001,0,40.38,-80.39,2015,3,22,12,6,1,1016,76.0
9376,15584,42.0,F,0.0,52,37376.0,1,1,Own,50049,2015-04-26,Local,0,1.0,1,Broker,1,5486.902053,5.0,Compact,26220.54494,white,13553.932509999999,0,41.01,-93.3,2015,4,26,17,6,1,981,52.0
9377,15588,20.0,F,1.0,89,29962.0,0,0,Rent,50042,2015-01-27,Local,0,1.0,3,Online,1,4141.579297,4.0,Large,19960.013909999998,blue,25076.456159999998,0,41.54,-94.92,2015,1,27,5,1,0,1070,89.0
9378,15590,47.0,M,1.0,83,38503.0,1,1,Rent,85015,2016-05-23,Highway,1,0.0,17,Phone,1,5810.075296,2.0,Compact,14293.454580000001,red,10641.6278,0,33.5,-112.1,2016,5,23,21,0,0,588,41.5
9379,15592,50.0,M,0.0,69,39119.0,1,0,Own,80023,2015-02-22,Local,0,0.0,21,Broker,1,6057.222973,6.0,Large,55938.12575,gray,21894.74483,0,39.96,-105.02,2015,2,22,8,6,1,1044,69.0
9380,15594,24.0,M,1.0,68,31769.0,1,0,Rent,80101,2015-10-22,Local,0,0.0,32,Online,0,8239.914147,7.0,Large,17049.85298,black,20899.621890000002,1,39.47,-103.95,2015,10,22,43,3,0,802,68.0
9381,15597,28.0,F,1.0,72,33319.0,1,1,Rent,20106,2016-05-14,Local,1,1.0,5,Online,1,5208.752025,5.0,Medium,34295.56072,black,37922.66382,0,38.67,-77.99,2016,5,14,19,5,1,597,36.0
9382,15601,36.0,F,0.0,99,35832.0,1,0,Own,80028,2016-11-11,Local,0,0.0,7,Broker,0,6599.033386,5.0,Compact,32437.93823,black,18913.50443,0,39.95,-105.14,2016,11,11,45,4,0,416,99.0
9383,15605,47.0,F,1.0,62,38493.0,1,1,Rent,80036,2015-12-08,Local,1,,67,Broker,0,2807.5686100000003,7.0,Large,70149.46761,other,12960.33368,0,39.88,-105.05,2015,12,8,50,1,0,755,31.0
9384,15607,41.0,F,1.0,21,37146.0,1,1,Rent,85012,2015-04-09,Parking Lot,0,0.0,21,Broker,0,6423.868458,4.0,Compact,10086.21823,blue,25390.69736,0,33.5,-112.07,2015,4,9,15,3,0,998,21.0
9385,15608,51.0,M,1.0,71,37398.95823136819,0,1,Own,80014,2015-02-08,Local,0,0.0,33,Online,1,3891.639774,4.0,Compact,17089.16565,silver,23559.734480000003,0,39.66,-104.84,2015,2,8,6,6,1,1058,71.0
9386,15609,38.0,M,1.0,89,36386.0,1,0,Own,20104,2016-08-16,Parking Lot,2,0.0,98,Broker,1,3856.29618,7.0,Large,24943.735969999998,black,5158.718601,0,38.92,-77.35,2016,8,16,33,1,0,503,29.666666666666668
9387,15610,46.0,M,1.0,30,38271.0,1,1,Own,80033,2015-09-21,Parking Lot,0,0.0,47,Phone,1,6049.746642,5.0,Large,8761.354962000001,red,11398.81264,0,39.77,-105.09,2015,9,21,39,0,0,833,30.0
9388,15611,49.0,F,0.0,71,38918.0,1,1,Own,15035,2015-09-27,Local,0,1.0,10,Phone,1,5088.706786,2.0,Compact,22358.543230000003,red,29647.79308,0,40.38,-79.81,2015,9,27,39,6,1,827,71.0
9389,15613,43.0,M,1.0,82,37612.0,1,1,Rent,85065,2016-03-01,Highway,0,0.0,2,Phone,1,8416.509569,3.0,Medium,17837.177069999998,white,16408.68521,1,33.43,-112.05,2016,3,1,9,1,0,671,82.0
9390,15614,50.0,M,1.0,85,39111.0,1,1,Own,20151,2015-05-13,Local,0,0.0,5,Phone,0,4825.009497,2.0,Compact,54339.41831,red,33780.13968,0,38.9,-77.45,2015,5,13,20,2,0,964,85.0
9391,15616,43.0,M,1.0,62,37611.0,0,1,Own,15012,2016-10-19,Highway,0,0.0,100,Broker,0,6246.018202,6.0,Large,23365.16468,blue,38667.94252,0,40.12,-79.86,2016,10,19,42,2,0,439,62.0
9392,15617,39.0,F,0.0,95,36622.0,0,0,Own,15009,2015-02-19,Parking Lot,0,0.0,91,Broker,1,4322.1099810000005,9.0,Large,11198.470790000001,silver,20838.37665,0,40.69,-80.3,2015,2,19,8,3,0,1047,95.0
9393,15620,28.0,M,1.0,59,33309.0,1,0,Rent,15001,2016-01-16,Local,0,0.0,35,Online,1,7339.798834,4.0,Large,11195.73032,silver,55713.60209,0,40.61,-80.25,2016,1,16,2,5,1,716,59.0
9394,15621,27.0,M,1.0,72,32967.0,1,0,Own,20103,2015-07-12,Local,0,1.0,78,Online,1,2364.468848,7.0,Medium,22894.96813,black,32324.37413,0,38.92,-77.35,2015,7,12,28,6,1,904,72.0
9395,15622,60.0,M,1.0,85,40957.0,1,1,Own,20142,2016-03-27,Parking Lot,0,0.0,64,Broker,0,3402.476881,3.0,Compact,5232.762695,other,16309.90936,0,39.13,-77.77,2016,3,27,12,6,1,645,85.0
9396,15626,31.0,M,0.0,86,34347.0,1,0,Own,20121,2016-09-11,Local,0,0.0,83,Broker,0,2657.920761,6.0,Large,29086.99355,red,22254.32271,0,38.81,-77.46,2016,9,11,36,6,1,477,86.0
9397,15627,22.0,M,1.0,82,30891.0,1,1,Rent,20116,2015-07-07,Local,0,0.0,55,Online,0,6140.185264,7.0,Large,30821.958160000002,silver,48552.19423,0,38.87,-77.85,2015,7,7,28,1,0,909,82.0
9398,15631,42.0,M,1.0,86,37366.0,1,0,Own,20141,2016-12-13,Local,0,1.0,50,Broker,1,3838.10128,1.0,Compact,9563.537366,blue,15674.55985,0,39.13,-77.77,2016,12,13,50,1,0,384,86.0
9399,15632,48.0,F,1.0,87,38717.0,0,1,Own,15050,2015-01-29,Local,0,0.0,7,Broker,1,1760.515299,4.0,Large,10359.07833,other,28110.9409,0,40.59,-80.47,2015,1,29,5,3,0,1068,87.0
9400,15634,34.0,M,1.0,79,35257.0,1,1,Rent,85065,2015-11-02,Parking Lot,0,0.0,65,Online,1,3342.855892,2.0,Medium,7877.851769,red,24190.77682,0,33.43,-112.05,2015,11,2,45,0,0,791,79.0
9401,15635,33.0,M,1.0,88,34950.0,1,1,Rent,15059,2016-06-01,Local,0,0.0,50,Phone,0,2823.091465,7.0,Compact,15076.610219999999,white,23935.017999999996,0,40.63,-80.45,2016,6,1,22,2,0,579,88.0
9402,15636,48.0,M,1.0,83,38705.0,1,0,Own,80022,2016-11-12,Parking Lot,0,0.0,100,Broker,1,3005.228448,6.0,Large,14070.80945,black,45630.78301,0,39.88,-104.8,2016,11,12,45,5,1,415,83.0
9403,15637,49.0,M,1.0,87,38921.0,1,1,Rent,50007,2015-01-09,Parking Lot,0,1.0,99,Phone,1,1420.480197,5.0,Compact,15071.596930000002,black,16429.00823,0,41.81,-93.61,2015,1,9,2,4,0,1088,87.0
9404,15638,44.0,M,0.0,73,37832.0,1,1,Own,85003,2015-08-30,Parking Lot,1,0.0,50,Phone,1,9514.73334,4.0,Large,30574.43401,blue,5426.611021,1,33.45,-112.08,2015,8,30,35,6,1,855,36.5
9405,15640,57.0,F,1.0,66,40434.0,1,0,Own,20119,2015-12-11,Parking Lot,5,0.0,98,Phone,1,10742.044,3.0,Medium,15376.53076,silver,28130.165889999997,0,38.61,-77.64,2015,12,11,50,4,0,752,11.0
9406,15642,32.0,F,1.0,89,34650.0,1,0,Own,15035,2015-11-27,Parking Lot,2,0.0,29,Broker,0,3915.301712,3.0,Large,30588.97944,white,39887.630489999996,0,40.38,-79.81,2015,11,27,48,4,0,766,29.666666666666668
9407,15643,49.0,F,1.0,44,38909.0,0,1,Rent,85009,2015-02-11,Highway,3,0.0,55,Broker,1,5017.081047,8.0,Large,23030.18797,silver,3012.044195,0,33.44,-112.13,2015,2,11,7,2,0,1055,11.0
9408,15644,28.0,F,0.0,80,33320.0,0,1,Rent,20120,2015-09-04,Local,0,0.0,91,Online,0,3773.714902,4.0,Medium,18447.18846,other,24632.30835,0,38.84,-77.44,2015,9,4,36,4,0,850,80.0
9409,15646,40.0,F,0.0,80,36895.0,1,0,Own,15054,2015-12-24,Parking Lot,0,0.0,0,Phone,0,4901.710725999999,7.0,Compact,19770.470569999998,black,21237.92628,0,40.36,-80.41,2015,12,24,52,3,0,739,80.0
9410,15648,66.0,M,1.0,82,41904.0,1,0,Own,15046,2016-03-15,Highway,0,1.0,4,Broker,1,1117.854916,8.0,Compact,14957.426919999998,other,22595.03699,0,40.55,-80.23,2016,3,15,11,1,0,657,82.0
9411,15649,49.0,M,1.0,54,38920.0,1,0,Rent,20136,2016-05-02,Local,2,0.0,50,Broker,1,6682.444964,2.0,Medium,13182.595220000001,gray,10626.420259999999,0,38.74,-77.55,2016,5,2,18,0,0,609,18.0
9412,15650,31.0,M,0.0,88,34330.0,0,1,Own,15050,2016-07-23,Highway,0,0.0,0,Broker,0,4722.5288869999995,5.0,Compact,6760.4099209999995,black,12961.747,0,40.59,-80.47,2016,7,23,29,5,1,527,88.0
9413,15653,33.0,M,0.0,71,34947.0,0,1,Rent,15057,2016-07-31,Parking Lot,0,0.0,3,Phone,0,3108.195957,5.0,Medium,26506.14342,black,29895.01515,0,40.37,-80.23,2016,7,31,30,6,1,519,71.0
